InputFilename	Density	%H	%C	#C	FullScale_X	FullScale_Y	FullScale_Z	Radius 0	Radius 1	Radius 2	Radius 3	Radius 4	Radius 5	Radius 6	Radius 7	Radius 8	Radius 9	OutFilename
data/3C.vasp	0.540517	16.6203	41.5787	748	6	6	6	3.72225	2.76526	3.23281	3.21728	2.8448	2.7927	2.79865	1.13671	3.22136	2.71647		pore0
